Date,AirTemp,Tdew,Tground,RH,AP,u,Rad,Rad_MJm2d,Sunshine,PET,Precipitation,Discharge
26/10/202123:00,-3.504333333,-10.83033333,-6.3605,56.8955,1017.856,4.651333333,-0.898333333,-0.077616,NaN,0,0,NaN
27/10/202100:00,-3.2995,-10.47833333,-6.348833333,57.6155,1017.561,4.255666667,-0.4905,-0.0423792,NaN,0,0,NaN
27/10/202101:00,-3.360666667,-9.9355,-6.2825,60.47866667,1017.321833,3.392166667,-0.577333333,-0.0498816,NaN,0,0,NaN
27/10/202102:00,-3.718666667,-10.28133333,-6.2005,60.39483333,1016.906,3.6935,-0.414333333,-0.0357984,NaN,0,0,NaN
27/10/202103:00,-3.669833333,-9.923,-6.123166667,61.87933333,1016.4685,4.254666667,-0.663666667,-0.0573408,NaN,0,0,NaN
27/10/202104:00,-3.452166667,-9.346166667,-6.050333333,63.71016667,1015.6765,4.986833333,-0.536833333,-0.0463824,NaN,0,0,NaN
27/10/202105:00,-3.2205,-8.798833333,-5.9785,65.38416667,1015.209833,5.872833333,-0.664666667,-0.0574272,NaN,0,0,NaN
27/10/202106:00,-3.069166667,-8.605666667,-5.912,65.642,1014.874667,6.136333333,-0.834333333,-0.0720864,NaN,0,0,NaN
27/10/202107:00,-3.137,-8.871333333,-5.868833333,64.62766667,1014.834,4.652166667,-0.681333333,-0.0588672,NaN,0,0,NaN
27/10/202108:00,-3.002666667,-7.8705,-5.839833333,69.12366667,1014.809333,6.065,0.743833333,0.0642672,NaN,0,0,NaN
27/10/202109:00,-3.596333333,-9.255333333,-5.809666667,64.95516667,1014.679667,4.100833333,2.715166667,0.2345904,NaN,0,0,NaN
27/10/202110:00,-3.696166667,-9.133666667,-5.8415,65.97583333,1014.531167,4.455166667,5.77,0.498528,NaN,0,0,NaN
27/10/202111:00,-3.726666667,-8.458,-5.899666667,69.69133333,1014.4205,3.835333333,6.210333333,0.5365728,NaN,0,0,NaN
27/10/202112:00,-3.594,-8.312,-5.963,69.872,1014.185667,3.762666667,3.759666667,0.3248352,NaN,0,0,NaN
27/10/202113:00,-3.285,-7.344333333,-6.025833333,73.5435,1014.0265,4.922666667,0.407833333,0.0352368,NaN,0,0,NaN
27/10/202114:00,-3.7905,-8.2475,-6.066,71.20416667,1013.6225,4.498666667,-0.998666667,-0.0862848,NaN,0,0,NaN
27/10/202115:00,-3.900333333,-8.774333333,-6.1115,68.92483333,1013.207,4.5635,-1,-0.0864,NaN,0,0,NaN
27/10/202116:00,-3.961833333,-8.878166667,-6.167166667,68.68483333,1013.0385,4.2325,-1,-0.0864,NaN,0,0,NaN
27/10/202117:00,-4.190166667,-9.205833333,-6.232333333,68.12433333,1012.762833,4.4615,-0.999833333,-0.0863856,NaN,0,0,NaN
27/10/202118:00,-3.8105,-9.198666667,-6.3,66.17233333,1012.713167,3.678166667,-1,-0.0864,NaN,0,0,NaN
27/10/202119:00,-3.939,-9.261333333,-6.365666667,66.56733333,1012.660333,3.823666667,-1,-0.0864,NaN,0,0,NaN
27/10/202120:00,-4.487166667,-9.5775,-6.433166667,67.64233333,1012.720167,3.1945,-1,-0.0864,NaN,0,0,NaN
27/10/202121:00,-3.635,-8.8695,-6.496166667,67.03866667,1012.488667,3.959166667,-0.785166667,-0.0678384,NaN,0,0,NaN
27/10/202122:00,-2.884333333,-8.750166667,-6.486666667,64.027,1012.179,4.053333333,-0.708333333,-0.0612,NaN,0,0,NaN
27/10/202123:00,-3.080666667,-8.698666667,-6.409666667,65.20583333,1011.8505,3.6475,-0.4325,-0.037368,NaN,0,0,NaN
28/10/202100:00,-2.908,-8.7225,-6.299,64.26316667,1011.284833,4.493666667,-0.480166667,-0.0414864,NaN,0,0,NaN
28/10/202101:00,-3.092333333,-8.564666667,-6.1885,65.991,1010.655167,5.237333333,-0.728333333,-0.062928,NaN,0,0,NaN
28/10/202102:00,-2.982833333,-8.726,-6.1,64.624,1010.057333,5.2785,-0.9075,-0.078408,NaN,0,0,NaN
28/10/202103:00,-2.761833333,-8.509166667,-6.048666667,64.65716667,1009.6845,5.094166667,-0.996,-0.0860544,NaN,0,0,NaN
28/10/202104:00,-2.706166667,-8.180666667,-6.027166667,66.04216667,1009.4545,5.744666667,-0.952333333,-0.0822816,NaN,0,0,NaN
28/10/202105:00,-2.372333333,-7.614833333,-5.983666667,67.25216667,1009.089,5.8785,-0.831166667,-0.0718128,NaN,0,0,NaN
28/10/202106:00,-2.359666667,-7.426333333,-5.914833333,68.24933333,1008.830167,5.385833333,-1,-0.0864,NaN,0,0,NaN
28/10/202107:00,-2.548166667,-6.173333333,-5.871333333,76.12816667,1008.819333,5.820333333,-1,-0.0864,NaN,0,0,NaN
28/10/202108:00,-2.855333333,-5.350666667,-5.8545,83.04283333,1008.695667,5.708333333,-0.310166667,-0.0267984,NaN,0,0,NaN
28/10/202109:00,-2.885,-6.448833333,-5.853833333,76.455,1008.369,4.859833333,2.611833333,0.2256624,NaN,0,0,NaN
28/10/202110:00,-2.481166667,-6.788333333,-5.875,72.366,1007.969167,4.2565,5.230333333,0.4519008,NaN,0,0,NaN
28/10/202111:00,-2.227333333,-7.129666667,-5.903666667,69.1235,1007.493333,4.982666667,4.2855,0.3702672,NaN,0,0,NaN
28/10/202112:00,-1.934,-7.043166667,-5.915666667,68.08766667,1007.133667,5.120666667,2.154166667,0.18612,NaN,0,0,NaN
28/10/202113:00,-2.117833333,-6.673333333,-5.9165,70.99416667,1006.722333,5.434,-0.597833333,-0.0516528,NaN,0,0,NaN
28/10/202114:00,-2.047666667,-6.0605,-5.908833333,73.99516667,1006.339667,5.941,-0.998166667,-0.0862416,NaN,0,0,NaN
28/10/202115:00,-2.010833333,-6.351,-5.892333333,72.22966667,1005.881833,4.906,-1,-0.0864,NaN,0,0,NaN
28/10/202116:00,-1.925333333,-6.314666667,-5.882333333,71.91733333,1005.497,5.119333333,-1,-0.0864,NaN,0,0,NaN
28/10/202117:00,-1.451166667,-5.8885,-5.869166667,71.83,1005.256667,5.960166667,-0.973,-0.0840672,NaN,0,0,NaN
28/10/202118:00,-1.7135,-5.826166667,-5.8215,73.51283333,1004.9785,5.152333333,-1,-0.0864,NaN,0,0,NaN
28/10/202119:00,-1.587,-5.2305,-5.780166667,76.18316667,1004.695,5.693833333,-0.901833333,-0.0779184,NaN,0,0,NaN
28/10/202120:00,-1.153333333,-4.273,-5.729,79.38416667,1004.2925,6.521833333,-0.9495,-0.0820368,NaN,0,0,NaN
28/10/202121:00,-0.909,-4.703,-5.637333333,75.60933333,1004.1325,5.323666667,-0.964666667,-0.0833472,NaN,0,0,NaN
28/10/202122:00,-0.8105,-5.726666667,-5.549166667,69.37666667,1003.823667,7.049833333,-1,-0.0864,NaN,0,0,NaN
28/10/202123:00,-0.9515,-5.187666667,-5.491333333,73.162,1003.532833,8.1015,-0.996666667,-0.086112,NaN,0,0,NaN
29/10/202100:00,-0.892666667,-6.265833333,-5.426666667,67.38716667,1003.1725,7.823833333,-0.893,-0.0771552,NaN,0,0,NaN
29/10/202101:00,-0.730166667,-6.6425,-5.351333333,64.32316667,1002.747,7.6445,-0.906,-0.0782784,NaN,0,0.05,NaN
29/10/202102:00,-0.963166667,-6.168333333,-5.277833333,67.93066667,1002.487667,7.975833333,-0.9485,-0.0819504,NaN,0,0.05,NaN
29/10/202103:00,-1.104666667,-6.578833333,-5.219166667,66.41333333,1002.343333,7.585166667,-0.936,-0.0808704,NaN,0,0.05,NaN
29/10/202104:00,-1.126833333,-6.063333333,-5.171833333,69.22783333,1001.947667,8.422166667,-0.818666667,-0.0707328,NaN,0,0.05,NaN
29/10/202105:00,-1.543166667,-4.649833333,-5.107666667,79.962,1001.803833,8.733666667,-0.495,-0.042768,NaN,0,0.05,NaN
29/10/202106:00,-0.942333333,-7.372666667,-5.031833333,61.9345,1001.800833,8.144833333,-0.868166667,-0.0750096,NaN,0,0.05,NaN
29/10/202107:00,-1.0495,-7.971,-4.978166667,59.49716667,1001.663,10.05416667,-0.872,-0.0753408,NaN,0,0,NaN
29/10/202108:00,-1.296166667,-6.632,-4.943833333,67.11083333,1001.705333,10.96883333,-0.184833333,-0.0159696,NaN,0,0,NaN
29/10/202109:00,-1.188333333,-6.850666667,-4.913166667,65.43816667,1002.159833,9.598833333,1.289833333,0.1114416,NaN,0,0,NaN
29/10/202110:00,-1.2625,-7.257333333,-4.8825,63.82966667,1002.474667,9.601333333,2.944,0.2543616,NaN,0,0,NaN
29/10/202111:00,-1.461666667,-7.423833333,-4.850666667,63.84216667,1002.576,9.282166667,3.762833333,0.3251088,NaN,0,0,NaN
29/10/202112:00,-1.776833333,-7.185666667,-4.8255,66.5765,1002.577167,9.6955,2.543166667,0.2197296,NaN,0,0,NaN
29/10/202113:00,-1.672666667,-7.105,-4.806666667,66.51083333,1002.8275,10.1205,0.039333333,0.0033984,NaN,0,0,NaN
29/10/202114:00,-1.9615,-7.170833333,-4.789666667,67.56666667,1003.187833,8.857,-0.950333333,-0.0821088,NaN,0,0,NaN
29/10/202115:00,-1.761333333,-6.834,-4.778833333,68.29966667,1003.543333,8.2745,-0.988666667,-0.0854208,NaN,0,0,NaN
29/10/202116:00,-1.6575,-6.2045,-4.765166667,71.138,1003.8805,8.303,-0.973666667,-0.0841248,NaN,0,0,NaN
29/10/202117:00,-1.497166667,-6.224,-4.7465,70.23383333,1004.132333,8.217166667,-0.952166667,-0.0822672,NaN,0,0,NaN
29/10/202118:00,-1.194166667,-6.610666667,-4.728833333,66.75216667,1004.6275,7.834,-1,-0.0864,NaN,0,0,NaN
29/10/202119:00,-1.2815,-6.860166667,-4.715666667,65.8355,1005.302,7.193666667,-0.990333333,-0.0855648,NaN,0,0,NaN
29/10/202120:00,-1.365833333,-6.611333333,-4.708833333,67.505,1005.881667,6.160166667,-0.997,-0.0861408,NaN,0,0,NaN
29/10/202121:00,-1.3195,-6.7555,-4.7035,66.57733333,1006.274167,6.286833333,-1,-0.0864,NaN,0,0,NaN
29/10/202122:00,-1.163333333,-6.9075,-4.703666667,65.02783333,1006.800667,6.517166667,-1,-0.0864,NaN,0,0,NaN
29/10/202123:00,-1.355,-6.465,-4.7065,68.19833333,1007.183667,6.5065,-1,-0.0864,NaN,0,0,NaN
30/10/202100:00,-1.672166667,-6.739166667,-4.7135,68.39666667,1007.644167,4.914166667,-1,-0.0864,NaN,0,0,NaN
30/10/202101:00,-1.734833333,-6.872333333,-4.7275,67.97516667,1008.044833,3.952666667,-1,-0.0864,NaN,0,0,NaN
30/10/202102:00,-1.6255,-6.794,-4.742166667,67.83716667,1008.448,3.786833333,-0.965833333,-0.083448,NaN,0,0,NaN
30/10/202103:00,-1.544666667,-6.627666667,-4.747666667,68.322,1008.793667,3.433833333,-0.999166667,-0.086328,NaN,0,0,NaN
30/10/202104:00,-2.003833333,-7.043166667,-4.757333333,68.45666667,1008.952833,3.607833333,-1,-0.0864,NaN,0,0,NaN
30/10/202105:00,-2.383333333,-7.580166667,-4.790666667,67.53016667,1009.180667,3.478666667,-1,-0.0864,NaN,0,0,NaN
30/10/202106:00,-3.193333333,-7.112666667,-4.8395,74.39233333,1009.565167,4.0575,-1,-0.0864,NaN,0,0,NaN
30/10/202107:00,-2.3555,-6.967,-4.897,70.69616667,1009.981833,3.299166667,-1,-0.0864,NaN,0,0,NaN
30/10/202108:00,-3.116666667,-7.21,-4.9575,73.4125,1010.413333,2.895833333,-0.914333333,-0.0789984,NaN,0,0,NaN
30/10/202109:00,-3.173833333,-7.055166667,-5.021666667,74.62183333,1010.7885,3.13,0.463333333,0.040032,NaN,0,0,NaN
30/10/202110:00,-4.698333333,-7.205833333,-5.085166667,82.61583333,1010.996,3.259666667,2.269,0.1960416,NaN,0,0,NaN
30/10/202111:00,-4.959166667,-7.045333333,-5.151166667,85.30966667,1011.220333,3.196666667,2.357833333,0.2037168,NaN,0,0,NaN
30/10/202112:00,-4.630166667,-7.248166667,-5.214333333,81.9435,1011.431833,3.5205,0.488833333,0.0422352,NaN,0,0,NaN
30/10/202113:00,-4.885666667,-7.1245,-5.273666667,84.35416667,1011.804833,3.588333333,-0.956333333,-0.0826272,NaN,0,0,NaN
30/10/202114:00,-4.096,-6.336333333,-5.319833333,84.39616667,1012.036,4.232166667,-0.624333333,-0.0539424,NaN,0,0,NaN
30/10/202115:00,-3.258833333,-5.510833333,-5.323833333,84.392,1012.006333,4.154833333,-0.792,-0.0684288,NaN,0,0,NaN
30/10/202116:00,-2.3215,-4.650333333,-5.3015,83.99883333,1012.084667,4.879,-0.634833333,-0.0548496,NaN,0,0,NaN
30/10/202117:00,-2.454166667,-4.893333333,-5.249666667,83.41966667,1012.2035,4.146833333,-0.877166667,-0.0757872,NaN,0,0,NaN
30/10/202118:00,-2.618166667,-4.794833333,-5.2045,85.10866667,1012.459333,3.154166667,-1,-0.0864,NaN,0,0,NaN
30/10/202119:00,-3.401166667,-5.538166667,-5.192666667,85.18916667,1012.7615,3.517833333,-1,-0.0864,NaN,0,0.05,NaN
30/10/202120:00,-2.824666667,-4.785666667,-5.204833333,86.28416667,1012.825,4.142833333,-0.776,-0.0670464,NaN,0,0.05,NaN
30/10/202121:00,-1.818333333,-3.208833333,-5.192833333,90.27766667,1012.916167,4.592666667,-0.895166667,-0.0773424,NaN,0,0.05,NaN
30/10/202122:00,-1.6105,-1.972,-5.148,97.4205,1013.147667,4.222,-0.421666667,-0.036432,NaN,0,0.05,NaN
30/10/202123:00,-2.111666667,-2.1655,-5.077166667,99.62983333,1013.136667,4.758666667,-0.757,-0.0654048,NaN,0,0.05,NaN
31/10/202100:00,-2.5695,-3.072666667,-5.023666667,96.33116667,1012.885333,4.768666667,-1,-0.0864,NaN,0,0.05,NaN
31/10/202101:00,-1.811333333,-2.478166667,-4.9975,95.205,1012.946,3.9735,-0.922333333,-0.0796896,NaN,0,0,NaN
31/10/202102:00,-0.944333333,-2.246166667,-4.970166667,90.88283333,1012.919833,4.205,-0.823,-0.0711072,NaN,0,0,NaN
31/10/202103:00,-0.124333333,-2.458166667,-4.927333333,84.3185,1012.864167,3.24,-0.596666667,-0.051552,NaN,0,0,NaN
31/10/202104:00,-0.276666667,-3.007833333,-4.872,81.94033333,1012.927667,2.005833333,-0.6035,-0.0521424,NaN,0,0,NaN
31/10/202105:00,0.252166667,-3.7155,-4.813166667,74.7665,1012.714833,3.847666667,-0.659666667,-0.0569952,NaN,0,0,NaN
31/10/202106:00,0.357833333,-4.7165,-4.748833333,68.7635,1012.6125,3.46,-0.821833333,-0.0710064,NaN,0,0,NaN
31/10/202107:00,-0.077166667,-4.578,-4.692,71.72083333,1012.692667,3.095666667,-0.797166667,-0.0688752,NaN,0,0,NaN
31/10/202108:00,0.469166667,-4.2695,-4.638,70.57166667,1012.525833,5.109,-0.445833333,-0.03852,NaN,0,0,NaN
31/10/202109:00,0.116,-5.026,-4.578166667,68.38033333,1012.623,4.794,-0.4225,-0.036504,NaN,0,0,NaN
31/10/202110:00,-0.016166667,-4.914166667,-4.538333333,69.64066667,1012.3525,4.183833333,0.6155,0.0531792,NaN,0,0,NaN
31/10/202111:00,-0.0985,-4.667,-4.506333333,71.37633333,1011.777167,4.237,0.794,0.0686016,NaN,0,0,NaN
31/10/202112:00,-0.375666667,-4.080166667,-4.473833333,76.0485,1011.1785,4.088666667,0.022166667,0.0019152,NaN,0,0,NaN
31/10/202113:00,-0.165833333,-3.561,-4.435,77.897,1010.553167,3.5545,-0.409833333,-0.0354096,NaN,0,0,NaN
31/10/202114:00,0.4685,-2.998333333,-4.390666667,77.63133333,1009.974667,4.475166667,-0.612666667,-0.0529344,NaN,0,0,NaN
31/10/202115:00,0.418833333,-2.987666667,-4.333833333,78.188,1009.313,3.598833333,-0.625333333,-0.0540288,NaN,0,0,NaN
31/10/202116:00,0.743166667,-3.024666667,-4.277666667,75.88883333,1008.815667,5.317666667,-0.516,-0.0445824,NaN,0,0,NaN
31/10/202117:00,0.911333333,-1.975166667,-4.215333333,81.09116667,1008.4035,4.057333333,-0.592333333,-0.0511776,NaN,0,0,NaN
31/10/202118:00,1.062,-2.423833333,-4.1535,77.607,1007.916167,3.024166667,-0.624,-0.0539136,NaN,0,0,NaN
31/10/202119:00,1.159833333,-2.4445,-4.096166667,76.95166667,1007.531333,2.779,-0.597333333,-0.0516096,NaN,0,0,NaN
31/10/202120:00,0.785333333,-2.0545,-4.042333333,81.32433333,1007.060333,3.406833333,-0.503666667,-0.0435168,NaN,0,0,NaN
31/10/202121:00,1.183833333,-1.818166667,-3.9895,80.412,1006.431,4.697666667,-0.449,-0.0387936,NaN,0,0,NaN
31/10/202122:00,1.320166667,-0.947166667,-3.928,84.84066667,1005.544333,6.235666667,-0.3915,-0.0338256,NaN,0,0,NaN
31/10/202123:00,1.512166667,-0.5765,-3.855166667,86.05166667,1004.703333,6.780833333,-0.397,-0.0343008,NaN,0,0,NaN
01/11/202100:00,1.585833333,-0.529833333,-3.776333333,85.8695,1003.863,6.813,-0.462833333,-0.0399888,NaN,0,0,NaN
01/11/202101:00,1.993666667,-0.782,-3.697833333,81.89666667,1003.056667,6.021333333,-0.424333333,-0.0366624,NaN,0,0,NaN
01/11/202102:00,2.222,-0.755333333,-3.619666667,80.70383333,1002.2095,5.231666667,-0.453333333,-0.039168,NaN,0,0,NaN
01/11/202103:00,2.3545,-0.077833333,-3.542333333,84.0035,1001.279167,6.155666667,-0.415333333,-0.0358848,NaN,0,0,NaN
01/11/202104:00,2.269333333,0.788333333,-3.464333333,89.95033333,1000.510167,5.487166667,-0.494333333,-0.0427104,NaN,0,0,NaN
01/11/202105:00,2.263,1.249333333,-3.387833333,93.03766667,1000.011,5.0385,-0.6265,-0.0541296,NaN,0,0,NaN
01/11/202106:00,2.142666667,0.993833333,-3.3165,92.1405,999.5176667,4.335,-0.442833333,-0.0382608,NaN,0,0,NaN
01/11/202107:00,2.415666667,1.217833333,-3.249833333,91.78066667,998.9956667,5.978,-0.539666667,-0.0466272,NaN,0,0,NaN
01/11/202108:00,2.170333333,1.833666667,-3.182833333,97.64983333,998.5203333,5.545166667,-0.408333333,-0.03528,NaN,0,0,NaN
01/11/202109:00,1.651166667,1.637666667,-3.1155,99.91816667,997.9886667,4.9355,-0.1205,-0.0104112,NaN,0,0,NaN
01/11/202110:00,1.641166667,1.631833333,-3.051166667,99.91966667,997.3815,3.620333333,0.4385,0.0378864,NaN,0,0,NaN
01/11/202111:00,1.571333333,1.558666667,-2.991666667,99.9175,996.8855,2.024333333,0.303333333,0.026208,NaN,0,0,NaN
01/11/202112:00,1.746666667,1.735,-2.9355,99.91983333,996.292,2.636833333,0.208333333,0.018,NaN,0,0,NaN
01/11/202113:00,1.171833333,1.1555,-2.884666667,99.91633333,995.6718333,2.663,-0.461833333,-0.0399024,NaN,0,0.283333333,NaN
01/11/202114:00,0.582333333,0.568,-2.841666667,99.91566667,994.9685,3.263333333,-0.7375,-0.06372,NaN,0,0.283333333,NaN
01/11/202115:00,0.403833333,0.391333333,-2.8015,99.91433333,994.3768333,3.687,-0.5,-0.0432,NaN,0,0.283333333,NaN
01/11/202116:00,0.6565,0.648666667,-2.7555,99.91616667,993.7276667,3.3125,-0.3865,-0.0333936,NaN,0,0.283333333,NaN
01/11/202117:00,0.889666667,0.875666667,-2.700166667,99.91783333,993.2473333,2.826333333,-0.519333333,-0.0448704,NaN,0,0.283333333,NaN
01/11/202118:00,0.725,0.714166667,-2.627666667,99.917,993.1013333,1.339166667,-0.437666667,-0.0378144,NaN,0,0.283333333,NaN
01/11/202119:00,0.570166667,0.557,-2.533166667,99.9165,993.0411667,1.072,-0.400333333,-0.0345888,NaN,0,0.616666667,NaN
01/11/202120:00,0.314333333,0.300333333,-2.422333333,99.91566667,992.828,1.229833333,-0.3085,-0.0266544,NaN,0,0.616666667,NaN
01/11/202121:00,0.067833333,0.054166667,-2.310166667,99.914,992.8603333,1.5435,-0.313833333,-0.0271152,NaN,0,0.616666667,NaN
01/11/202122:00,0.093833333,0.0815,-2.22,99.91383333,993.2633333,1.752333333,-0.517,-0.0446688,NaN,0,0.616666667,NaN
01/11/202123:00,-0.056166667,-1.093333333,-2.154166667,93.11133333,993.3016667,3.234833333,-0.986166667,-0.0852048,NaN,0,0.616666667,NaN
02/11/202100:00,-0.870333333,-4.359,-2.115333333,77.33566667,993.8405,6.393666667,-1,-0.0864,NaN,0,0.616666667,NaN
02/11/202101:00,-1.8695,-6.324166667,-2.1125,71.70583333,993.9095,6.7565,-1,-0.0864,NaN,0,0,NaN
02/11/202102:00,-2.105833333,-7.996166667,-2.142833333,64.1915,994.4281667,4.023166667,-1,-0.0864,NaN,0,0,NaN
02/11/202103:00,-1.982666667,-12.3065,-2.203666667,46.51716667,994.9943333,3.7315,-1,-0.0864,NaN,0,0,NaN
02/11/202104:00,-1.843333333,-13.66833333,-2.299166667,40.08216667,995.422,5.090666667,-0.986166667,-0.0852048,NaN,0,0,NaN
02/11/202105:00,-2.3105,-15.599,-2.4105,35.43816667,995.4398333,6.813166667,-0.997666667,-0.0861984,NaN,0,0,NaN
02/11/202106:00,-2.972666667,-17.08366667,-2.539166667,32.9425,995.9565,2.950833333,-1,-0.0864,NaN,0,0,NaN
02/11/202107:00,-3.549166667,-16.92616667,-2.694,34.79266667,996.1131667,3.432666667,-1,-0.0864,NaN,0,0,NaN
02/11/202108:00,-4.557166667,-14.4105,-2.8605,46.21216667,996.2711667,2.778666667,-1,-0.0864,NaN,0,0,NaN
02/11/202109:00,-5.156833333,-15.06483333,-3.036166667,45.84866667,996.3633333,1.692,-0.994333333,-0.0859104,NaN,0,0,NaN
02/11/202110:00,-5.4985,-15.30783333,-3.229833333,46.08066667,996.2878333,2.8365,-0.320333333,-0.0276768,NaN,0,0,NaN
02/11/202111:00,-5.788833333,-14.57316667,-3.424666667,50.07283333,996.2853333,2.940666667,-0.253,-0.0218592,NaN,0,0,NaN
02/11/202112:00,-6.2945,-13.55583333,-3.607,56.42483333,996.1295,2.362833333,-0.978,-0.0844992,NaN,0,0,NaN
02/11/202113:00,-6.476666667,-13.08433333,-3.783333333,59.46166667,995.9663333,4.015666667,-1,-0.0864,NaN,0,0,NaN
02/11/202114:00,-6.755333333,-13.0835,-3.9545,60.72183333,996.0781667,2.390666667,-1,-0.0864,NaN,0,0,NaN
02/11/202115:00,-6.315,-12.00133333,-4.113666667,64.06083333,995.9705,4.941833333,-0.997166667,-0.0861552,NaN,0,0,NaN
02/11/202116:00,-6.390833333,-11.63516667,-4.244666667,66.36983333,995.9725,6.691666667,-0.796833333,-0.0688464,NaN,0,0,NaN
02/11/202117:00,-6.150833333,-11.5085,-4.3425,65.9255,995.9726667,5.010833333,-0.655166667,-0.0566064,NaN,0,0,NaN
02/11/202118:00,-5.560833333,-11.21833333,-4.410666667,64.46966667,995.8245,6.115,-0.6335,-0.0547344,NaN,0,0,NaN
02/11/202119:00,-5.011,-10.03783333,-4.453666667,67.98683333,995.5333333,10.90066667,-0.498,-0.0430272,NaN,0,0.016666667,NaN
02/11/202120:00,-5.07,-9.468833333,-4.474,71.41733333,995.4206667,11.51066667,-0.565,-0.048816,NaN,0,0.016666667,NaN
02/11/202121:00,-5.033833333,-8.906333333,-4.482833333,74.46633333,995.0931667,13.0445,-0.391166667,-0.0337968,NaN,0,0.016666667,NaN
02/11/202122:00,-4.892666667,-8.5025,-4.485666667,75.91616667,995.0936667,12.506,-0.343,-0.0296352,NaN,0,0.016666667,NaN
02/11/202123:00,-4.959333333,-8.263333333,-4.483666667,77.96016667,994.698,13.8565,-0.341,-0.0294624,NaN,0,0.016666667,NaN
03/11/202100:00,-5.3075,-7.2125,-4.481,87.13766667,994.3761667,14.42416667,-0.191666667,-0.01656,NaN,0,0.016666667,NaN
03/11/202101:00,-5.282166667,-7.732833333,-4.482,83.403,994.3138333,12.90416667,-0.243166667,-0.0210096,NaN,0,0.016666667,NaN
03/11/202102:00,-5.259166667,-8.025333333,-4.486833333,81.06983333,994.4643333,12.2905,-0.331166667,-0.0286128,NaN,0,0.016666667,NaN
03/11/202103:00,-4.8385,-8.201833333,-4.4925,77.4545,994.8351667,11.56166667,-0.313,-0.0270432,NaN,0,0.016666667,NaN
03/11/202104:00,-4.529166667,-8.194666667,-4.492666667,75.6475,995.2728333,10.27383333,-0.386,-0.0333504,NaN,0,0.016666667,NaN
03/11/202105:00,-4.148833333,-7.910166667,-4.485166667,75.13983333,995.6013333,11.63583333,-0.381833333,-0.0329904,NaN,0,0.016666667,NaN
03/11/202106:00,-3.992666667,-7.988,-4.4695,73.8675,996.1113333,10.81566667,-0.347666667,-0.0300384,NaN,0,0.016666667,NaN
03/11/202107:00,-3.7305,-7.684166667,-4.450166667,74.01583333,996.5538333,7.931833333,-0.464666667,-0.0401472,NaN,0,0,NaN
03/11/202108:00,-3.508166667,-7.734166667,-4.427666667,72.612,996.9183333,10.287,-0.431333333,-0.0372672,NaN,0,0,NaN
03/11/202109:00,-3.3155,-7.743666667,-4.4015,71.54966667,997.3961667,9.382666667,-0.255833333,-0.022104,NaN,0,0,NaN
03/11/202110:00,-3.434166667,-7.667833333,-4.375666667,72.609,997.5541667,11.57533333,0.291,0.0251424,NaN,0,0,NaN
03/11/202111:00,-3.443333333,-8.077,-4.353833333,70.33566667,997.9793333,11.92,0.2625,0.02268,NaN,0,0,NaN
03/11/202112:00,-3.729333333,-8.862166667,-4.337666667,67.99116667,998.1571667,11.777,-0.246666667,-0.021312,NaN,0,0,NaN
03/11/202113:00,-3.629333333,-9.348333333,-4.341666667,64.59466667,998.1363333,10.3085,-0.674166667,-0.058248,NaN,0,0.033333333,NaN
03/11/202114:00,-3.807,-8.376833333,-4.358,70.63283333,998.1328333,10.12933333,-0.520666667,-0.0449856,NaN,0,0.033333333,NaN
03/11/202115:00,-3.921666667,-7.827,-4.3705,74.48066667,998.326,10.14183333,-0.491666667,-0.04248,NaN,0,0.033333333,NaN
03/11/202116:00,-4.2995,-6.9655,-4.3785,81.77233333,998.3845,9.892833333,-0.235333333,-0.0203328,NaN,0,0.033333333,NaN
03/11/202117:00,-4.1855,-7.975,-4.381833333,75.09733333,998.356,9.117666667,-0.4745,-0.0409968,NaN,0,0.033333333,NaN
03/11/202118:00,-3.8815,-8.677166667,-4.387166667,69.45683333,998.3625,9.921666667,-0.681166667,-0.0588528,NaN,0,0.033333333,NaN
03/11/202119:00,-3.967666667,-8.9665,-4.397,68.2475,998.1403333,11.6625,-0.654666667,-0.0565632,NaN,0,0.016666667,NaN
03/11/202120:00,-4.134666667,-7.914333333,-4.410166667,75.06983333,997.9408333,11.833,-0.382833333,-0.0330768,NaN,0,0.016666667,NaN
03/11/202121:00,-4.276166667,-6.566333333,-4.417333333,84.23933333,997.5066667,12.31116667,-0.120666667,-0.0104256,NaN,0,0.016666667,NaN
03/11/202122:00,-3.791666667,-6.1545,-4.4115,83.658,997.6788333,11.369,-0.087333333,-0.0075456,NaN,0,0.016666667,NaN
03/11/202123:00,-3.277,-6.241,-4.387833333,80.009,997.5721667,9.2255,-0.200666667,-0.0173376,NaN,0,0.016666667,NaN
04/11/202100:00,-2.937,-5.998666667,-4.352,79.50016667,997.4993333,9.038166667,-0.227333333,-0.0196416,NaN,0,0.016666667,NaN
04/11/202101:00,-2.689166667,-5.743333333,-4.307666667,79.52366667,997.5108333,9.5995,-0.284666667,-0.0245952,NaN,0,0,NaN
04/11/202102:00,-2.968,-4.913,-4.260833333,86.53316667,997.7081667,10.61466667,-0.230166667,-0.0198864,NaN,0,0,NaN
04/11/202103:00,-3.130833333,-7.1425,-4.220333333,73.95983333,998.5136667,7.921333333,-0.830166667,-0.0717264,NaN,0,0,NaN
